[2025-09-17T03:16:54.009Z] ERROR: {"timestamp":"2025-09-17T03:16:54.009Z","message":"Invalid JSON payload","error":{"error":{},"ip":"::1"}}
[2025-09-24T05:56:20.829Z] ERROR: {"timestamp":"2025-09-24T05:56:20.829Z","message":"Invalid webhook secret","error":"Invalid secret from IP: ::1","stack":"Error: Invalid secret from IP: ::1\n    at POST (webpack-internal:///(rsc)/./src/app/api/tradingview-alert/route.ts:94:103)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async AppRouteRouteModule.do (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:38696)\n    at async AppRouteRouteModule.handle (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:45978)\n    at async responseGenerator (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:203:38)\n    at async AppRouteRouteModule.handleResponse (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:1:187565)\n    at async handleResponse (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:265:32)\n    at async handler (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:317:13)\n    at async DevServer.renderToResponseWithComponentsImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1422:9)\n    at async DevServer.renderPageComponent (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1474:24)\n    at async DevServer.renderToResponseImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1514:32)\n    at async DevServer.pipeImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1025:25)\n    at async NextNodeServer.handleCatchallRenderRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\next-server.js:393:17)\n    at async DevServer.handleRequestImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:916:17)\n    at async D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:399:20\n    at async Span.traceAsyncFn (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\trace\\trace.js:157:20)\n    at async DevServer.handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:395:24)\n    at async invokeRender (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:240:21)\n    at async handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:437:24)\n    at async requestHandlerImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:485:13)\n    at async Server.requestListener (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\start-server.js:226:13)"}
[2025-10-06T13:58:44.323Z] ERROR: {"timestamp":"2025-10-06T13:58:44.323Z","message":"Invalid webhook secret","error":"Invalid secret from IP: ::1","stack":"Error: Invalid secret from IP: ::1\n    at POST (webpack-internal:///(rsc)/./src/app/api/tradingview-alert/route.ts:111:107)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async AppRouteRouteModule.do (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:38696)\n    at async AppRouteRouteModule.handle (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:45978)\n    at async responseGenerator (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:203:38)\n    at async AppRouteRouteModule.handleResponse (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:1:187565)\n    at async handleResponse (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:265:32)\n    at async handler (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:317:13)\n    at async DevServer.renderToResponseWithComponentsImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1422:9)\n    at async DevServer.renderPageComponent (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1474:24)\n    at async DevServer.renderToResponseImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1514:32)\n    at async DevServer.pipeImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1025:25)\n    at async NextNodeServer.handleCatchallRenderRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\next-server.js:393:17)\n    at async DevServer.handleRequestImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:916:17)\n    at async D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:399:20\n    at async Span.traceAsyncFn (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\trace\\trace.js:157:20)\n    at async DevServer.handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:395:24)\n    at async invokeRender (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:240:21)\n    at async handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:437:24)\n    at async requestHandlerImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:485:13)\n    at async Server.requestListener (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\start-server.js:226:13)"}
[2025-10-06T13:58:44.927Z] ERROR: {"timestamp":"2025-10-06T13:58:44.927Z","message":"Invalid webhook secret","error":"Invalid secret from IP: ::1","stack":"Error: Invalid secret from IP: ::1\n    at POST (webpack-internal:///(rsc)/./src/app/api/tradingview-alert/route.ts:111:107)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async AppRouteRouteModule.do (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:38696)\n    at async AppRouteRouteModule.handle (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:45978)\n    at async responseGenerator (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:203:38)\n    at async AppRouteRouteModule.handleResponse (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:1:187565)\n    at async handleResponse (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:265:32)\n    at async handler (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:317:13)\n    at async DevServer.renderToResponseWithComponentsImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1422:9)\n    at async DevServer.renderPageComponent (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1474:24)\n    at async DevServer.renderToResponseImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1514:32)\n    at async DevServer.pipeImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1025:25)\n    at async NextNodeServer.handleCatchallRenderRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\next-server.js:393:17)\n    at async DevServer.handleRequestImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:916:17)\n    at async D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:399:20\n    at async Span.traceAsyncFn (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\trace\\trace.js:157:20)\n    at async DevServer.handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:395:24)\n    at async invokeRender (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:240:21)\n    at async handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:437:24)\n    at async requestHandlerImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:485:13)\n    at async Server.requestListener (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\start-server.js:226:13)"}
[2025-10-06T13:59:46.433Z] ERROR: {"timestamp":"2025-10-06T13:59:46.433Z","message":"External webhook forwarding failures","error":"{\n  \"failedResults\": [\n    {\n      \"url\": \"https://tv-alert-reader-new.vercel.app/api/tradingview-alert\",\n      \"responseTime\": 1484\n    }\n  ]\n}"}
[2025-10-06T14:00:16.767Z] ERROR: {"timestamp":"2025-10-06T14:00:16.767Z","message":"Invalid alert payload","error":"Missing required field: stocks","stack":"Error: Missing required field: stocks\n    at POST (webpack-internal:///(rsc)/./src/app/api/tradingview-alert/route.ts:128:102)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async AppRouteRouteModule.do (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:38696)\n    at async AppRouteRouteModule.handle (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:45978)\n    at async responseGenerator (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:203:38)\n    at async AppRouteRouteModule.handleResponse (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:1:187565)\n    at async handleResponse (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:265:32)\n    at async handler (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:317:13)\n    at async DevServer.renderToResponseWithComponentsImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1422:9)\n    at async DevServer.renderPageComponent (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1474:24)\n    at async DevServer.renderToResponseImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1514:32)\n    at async DevServer.pipeImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1025:25)\n    at async NextNodeServer.handleCatchallRenderRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\next-server.js:393:17)\n    at async DevServer.handleRequestImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:916:17)\n    at async D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:399:20\n    at async Span.traceAsyncFn (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\trace\\trace.js:157:20)\n    at async DevServer.handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:395:24)\n    at async invokeRender (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:240:21)\n    at async handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:437:24)\n    at async requestHandlerImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:485:13)\n    at async Server.requestListener (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\start-server.js:226:13)"}
[2025-10-06T14:00:24.188Z] ERROR: {"timestamp":"2025-10-06T14:00:24.188Z","message":"External webhook forwarding failures","error":"{\n  \"failedResults\": [\n    {\n      \"url\": \"https://tv-alert-reader-new.vercel.app/api/tradingview-alert\",\n      \"responseTime\": 259\n    }\n  ]\n}"}
[2025-10-06T14:00:42.307Z] ERROR: {"timestamp":"2025-10-06T14:00:42.307Z","message":"Invalid alert payload","error":"Missing required field: stocks","stack":"Error: Missing required field: stocks\n    at POST (webpack-internal:///(rsc)/./src/app/api/tradingview-alert/route.ts:128:102)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async AppRouteRouteModule.do (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:38696)\n    at async AppRouteRouteModule.handle (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:5:45978)\n    at async responseGenerator (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:203:38)\n    at async AppRouteRouteModule.handleResponse (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\compiled\\next-server\\app-route.runtime.dev.js:1:187565)\n    at async handleResponse (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:265:32)\n    at async handler (webpack-internal:///(rsc)/./node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js?name=app%2Fapi%2Ftradingview-alert%2Froute&page=%2Fapi%2Ftradingview-alert%2Froute&appPaths=&pagePath=private-next-app-dir%2Fapi%2Ftradingview-alert%2Froute.ts&appDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader%5Csrc%5Capp&pageExtensions=tsx&pageExtensions=ts&pageExtensions=jsx&pageExtensions=js&rootDir=D%3A%5Crobbie%5Cprojects%5Cnextjs%5Ctv_alert_reader&isDev=true&tsconfigPath=tsconfig.json&basePath=&assetPrefix=&nextConfigOutput=&preferredRegion=&middlewareConfig=e30%3D&isGlobalNotFoundEnabled=!:317:13)\n    at async DevServer.renderToResponseWithComponentsImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1422:9)\n    at async DevServer.renderPageComponent (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1474:24)\n    at async DevServer.renderToResponseImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1514:32)\n    at async DevServer.pipeImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:1025:25)\n    at async NextNodeServer.handleCatchallRenderRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\next-server.js:393:17)\n    at async DevServer.handleRequestImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\base-server.js:916:17)\n    at async D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:399:20\n    at async Span.traceAsyncFn (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\trace\\trace.js:157:20)\n    at async DevServer.handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\dev\\next-dev-server.js:395:24)\n    at async invokeRender (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:240:21)\n    at async handleRequest (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:437:24)\n    at async requestHandlerImpl (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\router-server.js:485:13)\n    at async Server.requestListener (D:\\robbie\\projects\\nextjs\\tv_alert_reader\\node_modules\\next\\dist\\server\\lib\\start-server.js:226:13)"}
[2025-10-06T14:04:32.855Z] ERROR: {"timestamp":"2025-10-06T14:04:32.855Z","message":"External webhook forwarding failures","error":"{\n  \"failedResults\": [\n    {\n      \"url\": \"https://tv-alert-reader-new.vercel.app/api/tradingview-alert\",\n      \"responseTime\": 233\n    }\n  ]\n}"}
